PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
25-00503,18,2,6,0,6,N,N,3,0,2872.7,N,N,5,0,0,N,N,2,2,2,2,18,0
25-02800,72,1,4,0,1,N,N,2,0,3683.9,N,N,4,2300,1,N,N,1,1,2,2,21,0
25-00703,27,2,6,0,6,N,N,3,0,2195.3,8470,13,4,9100,2,69,N,2,2,2,2,7,0
25-02800,81,2,6,0,1,N,N,3,0,3683.9,N,N,10,0,0,0,N,2,2,2,2,2,0
25-02800,48,1,6,2,8,N,N,2,0,3683.9,N,N,5,14800,3,N,N,1,1,2,2,7,0
25-00503,24,1,6,4,2,N,N,3,0,2872.7,9170,15,7,6600,1,49,N,2,2,2,2,24,0
25-00703,79,1,2,0,1,N,N,2,0,2195.3,N,N,7,20900,3,N,N,2,1,2,2,71,0
25-00503,19,1,6,0,1,N,N,3,0,2872.7,770,3,7,2000,1,N,N,2,2,2,2,71,0
25-00503,27,2,6,0,1,N,N,3,0,2872.7,7870,11,9,8000,2,N,N,2,2,2,2,55,0
25-00703,18,1,6,0,1,N,N,3,0,2195.3,9170,15,7,2830,1,N,N,1,2,2,2,128,0
25-00503,21,1,6,0,1,N,N,3,0,2872.7,N,N,7,0,0,N,N,2,2,2,2,41,0
25-00503,18,2,6,0,6,N,N,3,0,2872.7,N,N,7,0,0,N,N,2,2,2,2,25,0
25-02800,91,1,6,0,1,N,N,2,0,3683.9,N,N,9,0,0,N,N,1,1,2,2,70,0
25-00703,89,2,6,0,1,N,N,2,0,2195.3,N,N,5,30000,4,N,N,1,2,2,2,20,0
25-01300,48,1,6,0,1,N,N,2,0,1457.2,7470,10,7,0,0,N,N,2,2,2,2,59,0
25-00703,21,1,6,0,1,N,N,3,0,2195.3,7380,10,7,4000,1,N,N,2,2,2,2,14,0
25-00503,19,2,6,0,2,N,N,3,0,2872.7,8470,13,7,10200,2,N,N,2,2,2,2,15,0
25-00703,21,2,6,0,1,N,N,3,0,2195.3,5790,6,7,0,0,N,N,2,2,2,2,59,0
25-01000,75,2,6,0,1,N,N,3,0,2447.1,N,N,8,10800,2,88,N,2,1,2,2,4,0
25-00503,71,2,3,0,1,N,N,2,0,2872.7,N,N,4,2800,1,N,N,2,1,1,2,51,0
25-02800,62,1,4,0,1,N,N,2,0,3683.9,N,N,5,8800,2,N,N,1,1,2,2,55,0
25-01000,55,1,6,2,1,N,N,3,0,2447.1,7580,10,5,23500,4,178,N,2,2,2,2,17,0
25-01300,19,2,6,0,1,N,N,3,0,1457.2,8670,14,7,8000,2,N,N,1,2,2,2,41,0
25-01300,70,2,6,0,1,N,N,2,0,1457.2,N,N,7,9400,2,N,N,1,1,2,2,28,0
25-00503,21,2,6,0,1,N,N,3,0,2872.7,7380,10,7,14800,3,N,N,2,2,2,2,52,0
25-00503,18,2,6,2,9,N,N,3,0,2872.7,8680,14,7,2500,1,N,N,2,2,2,2,10,0
25-00503,50,1,6,4,1,N,N,2,0,2872.7,N,N,6,0,0,N,N,1,1,1,2,66,0
25-00503,22,1,6,0,1,N,N,3,0,2872.7,5190,6,7,5000,1,N,N,2,2,2,2,44,0
25-00503,20,1,6,0,1,N,N,3,0,2872.7,5275,6,5,2700,1,N,N,2,2,2,2,58,0
25-00503,18,1,6,0,1,N,N,3,0,2872.7,N,N,7,0,0,N,N,2,2,2,2,30,0
25-01000,94,2,3,0,1,N,N,2,0,2447.1,N,N,5,13000,2,N,N,2,1,2,2,22,0
25-00503,18,1,6,0,1,N,N,3,0,2872.7,8590,14,7,23400,3,N,N,2,2,2,2,21,0
25-00503,21,1,6,4,1,N,N,3,0,2872.7,6970,9,7,2000,1,N,N,2,2,2,2,24,0
25-00703,19,2,6,0,1,N,N,3,0,2195.3,7072,9,7,4000,1,N,N,2,2,2,2,138,0
25-00503,20,2,6,0,1,N,N,3,0,2872.7,7870,11,7,7000,2,N,N,2,2,2,2,13,0
25-00503,21,2,6,0,6,N,N,3,0,2872.7,7280,10,7,8000,2,N,N,2,2,2,2,16,0
25-01000,67,2,3,0,1,N,N,2,0,2447.1,N,N,5,12900,2,N,N,2,1,1,2,61,0
25-00503,20,2,6,0,1,N,N,3,0,2872.7,7460,10,7,11000,2,N,N,2,2,2,2,12,0
25-00503,19,1,6,0,6,N,N,3,0,2872.7,7870,11,7,5000,1,N,N,2,2,2,2,69,0
25-01300,38,1,6,4,8,N,N,2,0,1457.2,6170,7,7,0,0,N,N,1,2,2,2,63,0
25-01300,19,1,6,0,1,N,N,3,0,1457.2,4971,6,7,10000,2,N,N,2,2,2,2,96,0
25-00703,83,2,6,0,1,N,N,3,0,2195.3,N,N,5,4800,1,39,N,2,1,2,2,156,0
25-00703,21,2,6,0,1,N,N,3,0,2195.3,5790,6,7,0,0,N,N,2,2,2,2,41,0
25-00503,19,1,6,0,1,N,N,3,0,2872.7,7870,11,7,5800,1,N,N,2,2,2,2,65,0
25-00503,23,2,6,0,1,N,N,3,0,2872.7,7870,11,7,11600,2,N,N,2,2,2,2,13,0
25-00503,19,2,6,0,9,N,N,3,0,2872.7,N,N,7,0,0,N,N,2,2,2,2,75,0
25-00703,67,2,2,0,1,N,N,2,0,2195.3,N,N,9,8400,2,N,N,1,1,1,1,20,0
25-00703,63,2,6,0,2,N,N,3,0,2195.3,N,N,7,7300,2,55,N,2,1,2,2,10,0
25-01000,72,1,4,0,1,N,N,2,0,2447.1,N,N,4,2300,1,N,N,1,1,2,2,56,0
25-00703,77,2,6,0,1,N,N,2,0,2195.3,N,N,9,7400,2,N,N,2,1,1,2,64,0
25-00703,45,1,4,0,1,N,N,3,0,2195.3,N,N,5,2700,1,20,N,2,2,2,2,14,0
25-00703,19,1,6,0,2,N,N,3,0,2195.3,770,3,7,8000,2,N,N,2,2,2,2,33,0
25-00703,40,1,6,0,1,N,N,3,0,2195.3,N,N,1,23000,3,173,N,1,2,2,2,11,0
25-00703,70,2,6,0,1,N,N,2,0,2195.3,N,N,7,9400,2,N,N,1,1,2,2,65,0
25-01300,32,2,6,0,1,N,N,3,0,1457.2,9920,18,7,9300,2,70,N,2,2,2,2,11,0
25-00703,20,1,6,0,1,N,N,3,0,2195.3,7770,10,7,210,1,N,N,2,2,2,2,26,0
25-00503,34,2,6,0,1,N,N,3,0,2872.7,N,N,1,6400,1,48,N,1,2,2,2,9,0
25-00503,19,1,6,0,1,N,N,3,0,2872.7,6991,9,7,6000,1,N,N,2,2,2,2,51,0
25-00503,32,2,6,0,1,N,N,3,0,2872.7,9920,18,7,9300,2,70,N,2,2,2,2,250,0
25-01300,29,1,6,0,1,N,N,2,0,1457.2,6170,7,6,0,0,N,N,2,2,2,2,74,0
25-02800,91,2,3,0,1,N,N,2,0,3683.9,N,N,5,13500,2,N,N,2,1,2,2,64,0
25-00503,21,2,6,0,6,N,N,3,0,2872.7,7870,11,7,1800,1,N,N,2,2,2,2,16,0
25-00503,76,2,6,0,1,N,N,3,0,2872.7,N,N,10,0,0,0,N,2,2,2,2,86,0
25-00503,19,2,6,0,1,N,N,3,0,2872.7,8470,13,7,3400,1,N,N,1,2,2,2,12,0
25-00503,19,2,2,0,6,N,N,3,0,2872.7,N,N,7,0,0,N,N,2,2,2,2,66,0
25-01300,24,2,6,0,2,N,N,3,0,1457.2,N,N,5,0,0,0,N,1,2,2,1,42,0
25-00703,40,1,6,0,1,N,N,3,0,2195.3,N,N,1,23000,3,173,N,1,2,2,2,33,0
25-00503,19,1,6,0,9,N,N,3,0,2872.7,4971,6,7,8000,2,N,N,2,2,2,2,58,0
25-01000,54,1,4,0,1,N,N,3,0,2447.1,4670,6,5,0,0,0,N,2,2,2,2,70,0
25-00503,22,1,6,0,1,N,N,3,0,2872.7,7280,10,7,12000,2,N,N,2,2,2,2,29,0
25-01300,91,2,4,0,1,N,N,2,0,1457.2,N,N,5,0,0,N,N,2,2,2,1,64,0
25-02800,83,2,3,0,1,N,N,2,0,3683.9,N,N,6,2800,1,N,N,1,1,2,2,51,0
25-00703,19,2,6,4,1,N,N,3,0,2195.3,8660,14,7,4000,1,N,N,2,2,2,2,57,0
25-01300,27,1,2,0,1,N,N,3,0,1457.2,N,N,9,0,0,N,N,1,2,2,2,81,0
25-00703,19,2,6,0,1,N,N,3,0,2195.3,5170,6,7,800,1,N,N,2,2,2,2,24,0
25-00503,21,1,6,0,1,N,N,3,0,2872.7,N,N,5,0,0,N,N,2,2,2,2,34,0
25-00703,78,1,2,0,1,N,N,2,0,2195.3,N,N,10,20900,3,N,N,1,1,2,2,62,0
25-00503,19,1,6,0,1,N,N,3,0,2872.7,8680,14,7,2000,1,N,N,2,2,2,2,49,0
25-00703,19,1,6,0,2,N,N,3,0,2195.3,770,3,7,8000,2,N,N,2,2,2,2,97,0
25-00503,20,2,6,0,1,N,N,3,0,2872.7,7870,11,5,2500,1,N,N,1,2,2,2,11,0
25-00703,20,1,6,0,2,N,N,3,0,2195.3,5170,6,7,5900,1,N,N,2,2,2,2,29,0
25-02800,29,2,4,0,1,N,N,2,0,3683.9,N,N,7,0,0,N,N,1,2,2,1,36,0
25-00503,19,2,6,0,6,N,N,3,0,2872.7,N,N,7,0,0,N,N,2,2,2,2,69,0
25-00503,22,2,6,4,9,N,N,3,0,2872.7,7380,10,7,8300,2,N,N,2,2,2,2,75,0
25-00703,18,2,6,0,2,N,N,3,0,2195.3,8680,14,7,6000,1,N,N,2,2,2,2,78,0
25-00503,19,2,6,0,1,N,N,3,0,2872.7,8590,14,7,0,0,N,N,2,2,2,2,79,0
25-00703,22,1,6,0,1,N,N,3,0,2195.3,7370,10,7,1000,1,N,N,1,2,2,2,77,0
25-01000,77,2,6,0,1,N,N,2,0,2447.1,N,N,6,9400,2,N,N,1,1,2,2,21,0
25-00503,22,2,6,0,6,N,N,3,0,2872.7,7870,11,7,1800,1,N,N,2,2,2,2,40,0
25-00503,94,2,3,0,1,N,N,2,0,2872.7,N,N,11,18000,3,N,N,1,1,1,1,59,0
25-00503,20,1,6,0,1,N,N,3,0,2872.7,3590,4,5,2500,1,N,N,2,2,2,2,67,0
25-00703,88,2,6,0,1,N,N,3,0,2195.3,N,N,7,2200,1,18,N,1,2,2,2,17,0
25-00703,94,2,3,0,1,N,N,2,0,2195.3,N,N,5,18200,3,N,N,2,1,2,1,105,0
25-01000,52,1,2,0,1,N,N,2,0,2447.1,N,N,5,12000,2,N,N,1,1,2,2,20,0
25-00503,20,2,6,0,1,N,N,3,0,2872.7,7460,10,7,11000,2,N,N,2,2,2,2,95,0
25-01300,28,1,6,0,1,N,N,3,0,1457.2,N,N,7,0,0,0,N,1,2,2,2,52,0
25-00703,21,2,6,0,1,N,N,3,0,2195.3,5790,6,7,0,0,N,N,2,2,2,2,101,0
25-01300,79,2,3,0,1,N,N,2,0,1457.2,N,N,5,0,0,N,N,1,1,2,1,18,0
25-00703,18,1,6,0,1,N,N,3,0,2195.3,N,N,7,0,0,N,N,1,2,2,2,109,0
25-00503,63,2,6,0,1,N,N,2,0,2872.7,N,N,6,13200,2,N,N,1,1,2,2,60,0
25-00503,20,1,6,0,1,N,N,3,0,2872.7,5275,6,5,3000,1,N,N,2,2,2,2,89,0
25-00503,20,1,6,0,1,N,N,3,0,2872.7,5275,6,5,3000,1,N,N,2,2,2,2,82,0
25-00703,21,2,6,0,1,N,N,3,0,2195.3,5170,6,7,4600,1,N,N,2,2,2,2,44,0
25-00503,19,2,6,4,1,N,N,2,0,2872.7,N,N,7,0,0,N,N,2,2,2,2,19,0
25-02800,18,2,6,4,8,N,N,2,0,3683.9,N,N,4,0,0,N,N,2,2,2,2,12,0
25-00703,20,2,6,0,1,N,N,3,0,2195.3,7860,11,5,2300,1,N,N,2,2,2,2,67,0
25-00503,22,2,6,0,1,N,N,3,0,2872.7,5070,6,7,5000,1,N,N,2,2,2,2,15,0
25-00503,28,1,6,0,1,N,N,3,0,2872.7,N,N,7,0,0,0,N,1,2,2,2,39,0
25-00503,19,2,6,0,1,N,N,3,0,2872.7,N,N,7,0,0,N,N,2,2,2,2,21,0
25-00503,20,2,6,0,2,N,N,3,0,2872.7,5593,6,5,17500,3,N,N,2,2,2,2,72,0
25-00503,20,1,6,0,1,N,N,3,0,2872.7,5170,6,5,3000,1,N,N,2,2,2,2,13,0
25-00503,76,2,6,0,1,N,N,3,0,2872.7,N,N,5,10390,2,85,N,2,1,2,2,9,0
25-00703,34,2,6,0,1,N,N,3,0,2195.3,N,N,1,6400,1,48,N,1,2,2,2,66,0
25-00503,28,1,6,0,2,N,N,3,0,2872.7,9690,17,9,65000,7,N,N,2,2,2,2,169,0
25-00503,21,2,6,0,9,N,N,3,0,2872.7,7870,11,7,400,1,N,N,2,2,2,2,39,0
25-01300,20,1,6,4,1,N,N,2,0,1457.2,5391,6,7,0,0,N,N,1,2,2,1,64,0
25-00503,21,2,6,0,1,N,N,3,0,2872.7,N,N,8,0,0,N,N,2,2,2,2,29,0
25-01000,84,1,4,0,1,N,N,2,0,2447.1,N,N,4,16200,3,N,N,2,2,2,2,20,0
25-01300,84,2,3,0,6,N,N,2,0,1457.2,N,N,3,0,0,N,N,1,1,2,2,21,0
25-00503,21,1,6,0,1,N,N,3,0,2872.7,6870,9,7,8000,2,N,N,2,2,2,2,29,0
25-00703,19,2,6,0,1,N,N,3,0,2195.3,8680,14,5,5800,1,N,N,2,2,2,2,56,0
25-01000,62,1,4,0,1,N,N,2,0,2447.1,N,N,5,8800,2,N,N,1,1,2,2,62,0
25-00503,20,2,6,0,6,N,N,3,0,2872.7,5180,6,5,6000,1,N,N,2,2,2,2,77,0
25-01300,18,1,6,0,1,N,N,3,0,1457.2,4971,6,7,2000,1,N,N,2,2,2,2,66,0
25-00503,19,1,6,0,1,N,N,3,0,2872.7,7870,11,7,4500,1,N,N,2,2,2,2,48,0
25-01300,20,1,6,0,2,N,N,3,0,1457.2,8680,14,5,10000,2,N,N,2,2,2,2,36,0
25-00703,22,1,6,0,1,N,N,3,0,2195.3,7370,10,7,1000,1,N,N,1,2,2,2,76,0
25-01000,60,1,6,0,1,N,N,3,0,2447.1,N,N,5,23000,3,175,N,1,2,2,2,8,0
25-02800,84,2,3,0,2,N,N,2,0,3683.9,N,N,5,0,0,N,N,1,1,2,2,26,0
25-00503,19,2,6,0,6,N,N,3,0,2872.7,8191,12,7,6000,1,N,N,2,2,2,2,12,0
25-02800,60,1,4,0,2,N,N,3,0,3683.9,N,N,5,11000,2,83,N,2,2,2,2,62,0
25-00703,91,2,3,0,1,N,N,2,0,2195.3,N,N,5,10500,2,N,N,2,1,2,2,85,0
25-01300,79,1,2,0,1,N,N,2,0,1457.2,N,N,7,20900,3,N,N,2,1,2,2,25,0
25-00503,21,1,6,0,9,N,N,3,0,2872.7,7870,11,7,400,1,N,N,2,2,2,2,15,0
25-00503,18,1,6,0,1,N,N,3,0,2872.7,N,N,7,0,0,N,N,2,2,2,2,23,0
25-01000,82,2,2,0,1,N,N,2,0,2447.1,N,N,10,6000,1,N,N,1,1,2,2,22,0
25-00503,72,1,4,0,1,N,N,2,0,2872.7,N,N,4,2300,1,N,N,1,1,2,2,61,0
25-00503,52,2,6,0,1,N,N,3,0,2872.7,N,N,9,9300,2,70,N,2,2,2,2,24,0
25-00703,21,2,2,4,1,N,N,3,0,2195.3,9470,16,5,0,0,N,N,2,2,2,2,84,0
25-00503,19,2,6,0,6,N,N,3,0,2872.7,N,N,5,0,0,N,N,2,2,2,2,24,0
25-00703,94,2,3,0,1,N,N,2,0,2195.3,N,N,5,2800,1,N,N,1,2,2,2,52,0
25-00703,78,2,4,0,1,N,N,2,0,2195.3,7580,10,7,3800,1,N,N,2,1,2,2,25,0
25-00503,56,1,6,0,1,N,N,3,0,2872.7,N,N,1,10000,2,76,N,1,2,1,2,12,0
25-00703,21,2,6,0,2,N,N,3,0,2195.3,7870,11,5,5200,1,N,N,2,2,2,2,51,0
25-02800,84,1,4,0,1,N,N,2,0,3683.9,N,N,9,0,0,N,N,1,1,2,1,27,0
25-00703,19,2,6,0,1,N,N,3,0,2195.3,8670,14,7,8000,2,N,N,1,2,2,2,61,0
25-01300,85,2,2,0,1,N,N,2,0,1457.2,N,N,5,0,0,N,N,1,1,2,1,18,0
25-01000,27,2,6,0,6,N,N,3,0,2447.1,8470,13,4,9100,2,69,N,2,2,2,2,14,0
25-00503,19,2,6,0,1,N,N,3,0,2872.7,N,N,7,0,0,N,N,2,2,2,2,72,0
25-00503,20,1,6,0,1,N,N,3,0,2872.7,7870,11,5,400,1,N,N,2,2,2,2,15,0
25-00503,18,1,6,0,1,N,N,3,0,2872.7,8590,14,7,600,1,N,N,2,2,2,2,105,0
25-00503,22,2,6,0,1,N,N,3,0,2872.7,7870,11,7,7500,2,N,N,2,2,2,2,81,0
25-02800,94,1,2,0,1,N,N,2,0,3683.9,N,N,5,0,0,N,N,1,1,2,1,26,0
25-01000,53,2,6,0,1,N,N,3,0,2447.1,N,N,1,4000,1,30,N,1,2,2,2,21,0
25-00703,61,2,6,0,2,N,N,3,0,2195.3,N,N,4,7300,2,55,N,2,1,2,2,51,0
25-00703,21,1,6,0,1,N,N,3,0,2195.3,6170,7,7,5000,1,N,N,2,2,2,2,91,0
25-00503,21,1,6,0,6,N,N,3,0,2872.7,8680,14,7,7500,2,N,N,2,2,2,2,46,0
25-00703,19,1,6,0,1,N,N,3,0,2195.3,4870,6,7,3000,1,N,N,2,2,2,2,82,0
25-00503,19,1,6,0,1,N,N,3,0,2872.7,N,N,7,0,0,N,N,2,2,2,2,66,0
25-00503,19,1,6,0,1,N,N,3,0,2872.7,5275,6,7,2000,1,N,N,2,2,2,2,44,0
25-00503,19,1,6,0,1,N,N,3,0,2872.7,8590,14,7,2600,1,N,N,2,2,2,2,51,0
25-02800,63,2,6,0,2,N,N,3,0,3683.9,N,N,7,7300,2,55,N,2,1,2,2,12,0
25-00703,20,2,6,0,1,N,N,3,0,2195.3,8680,14,6,11000,2,N,N,2,2,2,2,44,0
25-00703,91,2,6,0,1,N,N,3,0,2195.3,N,N,7,2200,1,18,N,1,2,2,2,18,0
25-00503,19,1,6,0,1,N,N,3,0,2872.7,5275,6,7,2000,1,N,N,2,2,2,2,68,0
25-01300,52,1,6,0,2,N,N,2,0,1457.2,N,N,6,0,0,N,N,1,1,2,2,70,0
25-00703,77,2,6,0,1,N,N,2,0,2195.3,N,N,9,7400,2,N,N,2,1,1,2,22,0
25-01300,76,1,2,2,8,N,N,2,0,1457.2,N,N,4,0,0,N,N,1,1,2,2,20,0
25-00703,27,2,6,0,6,N,N,3,0,2195.3,8470,13,4,9100,2,69,N,2,2,2,2,106,0
25-00503,27,2,6,0,6,N,N,3,0,2872.7,N,N,7,0,0,N,N,2,2,2,2,62,0
25-01000,88,2,4,0,1,N,N,2,0,2447.1,N,N,5,10500,2,N,N,1,1,2,2,59,0
25-00503,21,2,6,0,1,N,N,3,0,2872.7,8680,14,7,1000,1,N,N,2,2,2,2,28,0
25-01300,77,2,4,0,1,N,N,2,0,1457.2,N,N,9,14200,3,N,N,2,1,2,2,27,0
25-00503,18,1,6,0,1,N,N,3,0,2872.7,9780,17,5,23000,3,N,N,2,2,2,2,33,0
25-01000,60,1,6,0,1,N,N,3,0,2447.1,N,N,5,23000,3,175,N,1,2,2,2,37,0
25-01300,44,1,2,0,6,N,N,3,0,1457.2,7860,11,9,25000,4,190,N,2,2,2,2,13,0
25-02800,53,2,6,0,1,N,N,3,0,3683.9,N,N,1,4000,1,30,N,1,2,2,2,13,0
25-00703,19,2,6,0,1,N,N,3,0,2195.3,7072,9,7,4000,1,N,N,2,2,2,2,77,0
25-00503,18,2,6,0,1,N,N,3,0,2872.7,8670,14,7,1400,1,N,N,2,2,2,2,28,0
25-00703,21,1,6,0,1,N,N,3,0,2195.3,7890,11,7,1000,1,N,N,2,2,2,2,16,0
25-02800,84,1,4,0,1,N,N,3,0,3683.9,N,N,4,18000,3,148,N,2,2,2,2,109,0
25-00703,22,1,6,0,1,N,N,3,0,2195.3,7370,10,7,1000,1,N,N,1,2,2,2,52,0
25-02800,50,1,6,4,1,N,N,2,0,3683.9,N,N,6,0,0,N,N,1,1,1,2,51,0
25-00503,19,2,6,0,1,N,N,2,0,2872.7,N,N,4,0,0,N,N,1,2,2,1,17,0
25-00503,79,2,3,0,1,N,N,2,0,2872.7,N,N,5,0,0,N,N,1,1,2,1,53,0
25-01300,50,2,6,0,1,N,N,3,0,1457.2,N,N,4,9000,2,68,N,1,2,2,2,41,0
25-00703,19,2,6,0,1,N,N,3,0,2195.3,8590,14,7,5520,1,N,N,2,2,2,2,90,0
25-00503,18,1,6,0,1,N,N,3,0,2872.7,N,N,7,0,0,N,N,2,2,2,2,67,0
25-00703,20,2,6,0,2,N,N,3,0,2195.3,7870,11,7,627000,9,N,N,2,2,2,2,87,0
25-00703,20,2,6,0,1,N,N,3,0,2195.3,7870,11,5,5600,1,N,N,2,2,2,2,21,0
25-00703,21,1,6,0,1,N,N,3,0,2195.3,7380,10,7,13000,2,N,N,2,2,2,2,15,0
25-02800,88,2,3,0,1,N,N,2,0,3683.9,N,N,4,0,0,N,N,1,1,1,1,23,0
25-02800,94,2,3,0,1,N,N,2,0,3683.9,N,N,5,0,0,N,N,1,1,1,1,25,0
25-00703,78,1,2,0,1,N,N,2,0,2195.3,N,N,10,20900,3,N,N,1,1,2,2,19,0
25-00703,83,2,3,0,1,N,N,2,0,2195.3,N,N,6,2800,1,N,N,1,1,2,2,65,0
25-00703,73,2,4,0,1,N,N,2,0,2195.3,N,N,5,8700,2,N,N,2,1,1,2,85,0
25-00703,20,2,6,0,1,N,N,3,0,2195.3,8680,14,7,8000,2,N,N,2,2,2,2,7,0
25-01300,71,2,4,0,1,N,N,2,0,1457.2,N,N,9,8700,2,N,N,1,1,2,2,53,0
25-00703,20,2,6,0,1,N,N,3,0,2195.3,8680,14,6,11000,2,N,N,2,2,2,2,86,0
25-01000,17,1,6,0,2,N,N,2,0,2447.1,N,N,4,0,0,N,N,1,2,2,2,25,0
25-00703,94,2,3,0,1,N,N,2,0,2195.3,N,N,5,13500,2,N,N,1,1,2,2,25,0
25-01000,64,1,6,0,1,N,N,3,0,2447.1,N,N,1,23400,3,176,N,1,2,2,2,7,0
25-00503,19,1,6,0,1,N,N,3,0,2872.7,7870,11,7,2700,1,N,N,2,2,2,2,9,0
25-00703,41,1,2,0,1,N,N,3,0,2195.3,8680,14,5,40000,5,306,N,2,2,2,2,22,0
25-00503,44,1,2,0,6,N,N,3,0,2872.7,7860,11,9,25000,4,190,N,2,2,2,2,13,0
25-00703,19,2,6,0,1,N,N,3,0,2195.3,N,N,5,0,0,N,N,2,2,2,2,75,0
25-00503,52,1,6,0,9,N,N,3,0,2872.7,N,N,7,10700,2,81,N,1,1,2,2,16,0
25-00503,27,1,2,0,6,N,N,3,0,2872.7,7870,11,9,26000,4,N,N,2,2,2,2,92,0
25-00503,19,2,6,0,1,N,N,3,0,2872.7,7870,11,7,6500,1,N,N,2,2,2,2,48,0
25-01300,27,2,6,0,6,N,N,3,0,1457.2,8470,13,4,9100,2,69,N,2,2,2,2,306,0
25-00703,20,1,6,0,1,N,N,3,0,2195.3,6970,9,7,2000,1,N,N,2,2,2,2,32,0
25-02800,82,2,6,0,1,N,N,2,0,3683.9,N,N,5,0,0,N,N,2,1,2,2,71,0
25-00703,19,2,6,2,2,N,N,3,0,2195.3,8680,14,7,1380,1,N,N,2,2,2,2,114,0
25-02800,56,1,6,0,1,N,N,3,0,3683.9,N,N,1,10000,2,76,N,1,2,1,2,10,0
25-00503,62,2,4,0,1,N,N,3,0,2872.7,7860,11,8,4900,1,37,N,2,2,2,2,202,0
25-00503,54,2,2,0,1,N,N,3,0,2872.7,7860,11,9,30000,4,227,N,2,2,2,2,17,0
25-01300,68,1,6,0,1,N,N,3,0,1457.2,4971,6,4,24500,4,203,N,1,2,2,2,9,0
25-00503,20,2,6,0,9,N,N,3,0,2872.7,7870,11,7,5300,1,N,N,2,2,2,2,60,0
25-00703,21,2,6,0,1,N,N,3,0,2195.3,7870,11,8,3000,1,N,N,2,2,2,2,14,0
25-00503,21,1,6,0,2,N,N,3,0,2872.7,6672,8,7,28200,4,N,N,2,2,2,2,90,0
25-00503,19,2,6,4,2,N,N,3,0,2872.7,8470,13,7,2100,1,N,N,2,2,2,2,48,0
25-01300,18,2,6,2,1,N,N,3,0,1457.2,8680,14,7,14100,3,N,N,1,2,2,2,95,0
25-01000,60,1,6,0,1,N,N,2,0,2447.1,N,N,5,12000,2,N,N,2,1,2,2,25,0
25-01000,82,1,3,0,1,N,N,2,0,2447.1,N,N,4,22000,3,N,2,2,1,1,2,23,0
25-00503,62,2,4,0,1,N,N,3,0,2872.7,7860,11,8,4900,1,37,N,2,2,2,2,44,0
25-01300,42,1,1,0,1,2,5,1,1,1457.2,6991,9,11,110000,8,443,N,2,2,2,2,126,126
25-01300,38,2,1,0,1,2,5,1,1,1457.2,8270,12,6,28000,4,443,N,2,2,2,2,130,126
25-01300,66,2,3,0,1,2,5,1,1,1457.2,N,N,11,0,0,443,N,2,2,2,2,146,126
25-01000,57,1,4,0,1,0,N,1,1,2447.1,3580,4,5,146000,9,501,N,2,2,2,2,74,74
25-01300,52,1,4,0,6,1,2,1,2,1457.2,6680,8,12,154670,9,501,N,2,2,2,2,140,140
25-01300,53,2,4,0,1,0,N,1,1,1457.2,9380,16,7,56500,6,427,N,2,2,2,2,101,101
25-00703,42,2,1,0,1,3,5,1,1,2195.3,8180,12,10,120000,8,501,N,2,2,2,2,108,107
25-00703,44,1,1,0,1,3,5,1,1,2195.3,6672,8,9,150000,9,501,N,2,2,2,2,115,107
25-00703,53,1,6,0,1,0,N,1,1,2195.3,8180,12,7,30000,4,226,N,2,1,2,2,56,56
25-01300,46,2,1,0,1,2,4,1,1,1457.2,7290,10,9,78000,7,501,N,2,2,2,2,181,182
25-01300,45,1,1,0,1,2,4,1,1,1457.2,7860,11,9,95000,8,501,N,2,2,2,2,185,182
25-01300,15,1,6,0,1,2,4,1,1,1457.2,N,N,4,0,0,501,N,2,2,2,2,198,182
25-00703,25,2,6,0,1,0,N,1,2,2195.3,7860,11,10,52000,6,394,N,2,2,2,2,52,52
25-00703,31,1,6,0,1,0,N,1,2,2195.3,7860,11,9,66000,7,500,N,2,2,2,2,57,52
25-02800,75,2,4,0,1,0,2,1,2,3683.9,3980,4,7,48600,6,484,N,2,2,2,2,48,48
25-02800,60,1,4,0,1,0,2,1,2,3683.9,5391,6,5,25000,4,484,N,2,2,2,2,53,48
25-00503,46,1,6,0,1,0,N,1,1,2872.7,7380,10,10,276200,9,501,N,2,2,2,2,135,135
25-00703,48,2,1,0,1,3,6,1,1,2195.3,7980,12,11,27600,4,501,N,2,2,2,2,58,58
25-00703,52,1,1,0,1,3,6,1,1,2195.3,6870,9,9,141000,9,501,N,2,2,2,2,61,58
25-00703,16,1,6,0,1,3,6,1,1,2195.3,8891,15,4,2500,1,501,N,2,2,2,2,50,58
25-00703,81,2,3,0,1,3,6,1,1,2195.3,N,N,8,15600,3,501,N,1,1,2,2,60,58
25-02800,47,2,6,0,1,0,N,1,1,3683.9,8191,12,8,85000,8,501,N,2,2,2,2,132,131
25-01000,56,2,4,0,1,0,N,1,1,2447.1,7860,11,8,346500,9,501,N,1,1,2,2,77,77
25-00503,30,2,6,0,6,0,N,1,1,2872.7,7460,10,10,130000,9,501,N,2,2,2,2,114,114
25-00503,24,2,6,0,6,0,N,1,1,2872.7,4590,5,9,30000,4,227,N,2,2,2,2,100,114
